"sentence1","sentence2","sent_1","sent","id"
"Переведён в орит для дальнейшего лечения.","Был выписан домой","contradiction","2","24214412-66c7-11e7-921f-f45c89b91419"
"У него было несколько эпизодов гипергликемии потребовавших введения больших доз инсулина.","Был высокий уровень сахара в крови","entailment","1","18933d64-66c7-11e7-874c-f45c89b91419"
"Для успокоения получил пропофол.","Был дан анестетик","entailment","1","241ef5c2-66c7-11e7-b244-f45c89b91419"
"Было введено [**3334**] единиц гепарина.","Был дан антикоагулянт","entailment","1","243d1146-66c7-11e7-88f2-f45c89b91419"
"Семья обнаружила его без сознания в постели и вызвала скорую помощь.","Был найден без сознания","entailment","1","23ffbcae-66c7-11e7-b30e-f45c89b91419"
"ИСТОРИЯ ЗАБОЛЕВАНИЯ: Пациент - 74-летний мужчина с многочисленными медицинскими проблемами был найден лежащим на тротуаре сегодня днем.","Был найден в бессознательно состоянии","entailment","1","240b3e64-66c7-11e7-9049-f45c89b91419"
"В связи с низким PAO2 у пациента был назначен приём Преднизолона.","Был начат прием стероидов","entailment","1","243f0166-66c7-11e7-babf-f45c89b91419"
"Оставался в стабильном состоянии в течение 2 дней и переведен в стационар для дальнейшего лечения.","Был стабилен в течение 2х дней и был выписан домой","contradiction","2","1899829e-66c7-11e7-af39-f45c89b91419"
"В анамнезе матери бесплодие с многочисленными попытками искусственного оплодотворения включая одну биохимическую беременность в [**2870**].","была беременность двойней","neutral","0","2406a776-66c7-11e7-87c9-f45c89b91419"
"Отрицала потерю сознания или очаговую боль.","Была бодра и внимательна","entailment","1","23ecbe38-66c7-11e7-b474-f45c89b91419"
"Первоначально прошла курс лечения препаратами Ванц Зосин и Флагил.","Была боль и жар","neutral","0","1895a392-66c7-11e7-9454-f45c89b91419"
"Были взяты культуры крови.","была взята кровь для проверки на возможную инфекцию","entailment","1","24433812-66c7-11e7-8c7a-f45c89b91419"
"Также наблюдалось отсутствие рефлексов.","Была гипорефлексия","entailment","1","23f5b02e-66c7-11e7-bcec-f45c89b91419"
"У неё было головокружение и слабость.","Была истощена","neutral","0","189d6eec-66c7-11e7-b367-f45c89b91419"
"Согласно заключению однажды пациентка была обнаружена без сознания в [**Расположение (un)**] в своём инвалидном кресле и была доставлена на машине скорой помощи.","Была найдена в бессознательном состоянии","entailment","1","189a80f6-66c7-11e7-928e-f45c89b91419"
"Согласно заключению однажды пациентка была обнаружена без сознания в [**Расположение (un)**] в своём инвалидном кресле и была доставлена на машине скорой помощи.","Была обнаружена в сознании и ориентирующейся в пространстве","contradiction","2","189a8346-66c7-11e7-8344-f45c89b91419"
"Семья сообщает о потере сознания.","была потеря сознания","entailment","1","18980350-66c7-11e7-adc1-f45c89b91419"
"По прибытии в отделение интенсивной терапии предпринята попытка неинвазивной вентиляции лёгких но безуспешно.","Была предпринята попытка поддержать дыхание","entailment","1","189b517a-66c7-11e7-aa33-f45c89b91419"
"Мембраны были искусственно разорваны примерно за 5 часов до родов выделена прозрачная жидкость.","Была проведена амниотомия","entailment","1","2408dec2-66c7-11e7-96a2-f45c89b91419"
"У неё развились спонтанные роды и она родила вагинально.","были вагинальные роды","entailment","1","2401576c-66c7-11e7-9cf4-f45c89b91419"
"Пациент был переведен в [**Больница 22**] для дальнейшего лечения.","Были изменены условия ухода за пациентом.","entailment","1","243b378c-66c7-11e7-8b40-f45c89b91419"
"Поступил бодрым и внимательным не жаловался на головную боль но речь была невнятной двусторонний нистагм бокового взора в конечной точке транскулярная атаксия палец к носу и пятка к голени.","Были неврологические симптомы","entailment","1","241e66f6-66c7-11e7-b42d-f45c89b91419"
"По-прежнему жалуется на малопродуктивный кашель заложенность носа жар/озноб хрипы.","Были недавние контакты с больными","neutral","0","189e5476-66c7-11e7-afb9-f45c89b91419"
"В дальнейшем беременность осложнилась гипертонической болезнью.","было ограничение внутриутробного развития","neutral","0","24446734-66c7-11e7-b848-f45c89b91419"
"Сообщается об отсутствии устойчивой записи работы сердца плода.","было проведено кесарево сечение","neutral","0","242b7d12-66c7-11e7-bafa-f45c89b91419"
"Выполненное тестирование плода было обнадёживающим.","Было проведено тестирование плода","entailment","1","240b6f86-66c7-11e7-9c8c-f45c89b91419"
"Ультразвуковое исследование показало структурно нормальный плод.","Было проведено ультразвуковое исследование плода","entailment","1","23f09dfa-66c7-11e7-a82c-f45c89b91419"
"При эндоскопии верхних и нижних отделов [**3067-8-27**] обнаружено варикозное расширение вен пищевода желудка и прямой кишки но активного кровотечения не было.","Было расширение сосудов желудочно-кишечного тракта","entailment","1","2428da6c-66c7-11e7-90a3-f45c89b91419"
"Пациент направлен в больницу где ему была проведена катетеризация сердца которая выявила заболевание 3 сосудов.","было рекомендовано акш","neutral","0","240516a4-66c7-11e7-8aea-f45c89b91419"
"[**3300-1-28**] пациенту была проведена еще одна катетеризация которая снова показала заболевание трех сосудов с тяжелым и диффузным поражением левой основной коронарной артерии с проксимальной левой передней нисходящей коронарной артерией 90% и проксимальной левой циркумфлекторной субтотальной окклюзией диффузным поражением левой внутренней грудной коронарной артерии до левой передней нисходящей коронарной артерии с 90% стенозом в месте касания левой передней нисходящей коронарной артерии.","Было рекомендовано АКШ","neutral","0","241d7fc8-66c7-11e7-953d-f45c89b91419"
"У пациента наблюдалось трехсосудистое заболевание правой коронарной артерии левой передней нисходящей артерии и околососудистой артерии с диффузным 68% стенозом каждой из них.","Было рекомендовано АКШ.","neutral","0","241cab02-66c7-11e7-a069-f45c89b91419"
"При первичном обращении никто из членов семьи не присутствовал поэтому историю болезни было трудно подтвердить.","Было сложно собрать историю болезни.","entailment","1","2435a5f8-66c7-11e7-b172-f45c89b91419"
"Была сопутствующая одышка и пунцовость лица.","Было трудно дышать","entailment","1","2401a7d0-66c7-11e7-92ab-f45c89b91419"
"Разговаривал по телефону с другом около 9:00 (друг сообщил о 9:00 скорая говорила о времени 8:45) его голос казался обычным.","В 9 утра пациент находился на исходном уровне когнитивных функций.","entailment","1","242d02ae-66c7-11e7-b050-f45c89b91419"
"Разговаривал по телефону с другом около 9:00 (друг сообщил о 9:00 скорая говорила о времени 8:45) его голос казался обычным.","В 9:00 у пациента замечены серьёзные изменения голоса и когнитивых функций.","contradiction","2","242d0464-66c7-11e7-9e88-f45c89b91419"
"Охарактеризовал свою боль как стеснение и жжение в груди с сопутствующей иррадиацией в шею челюсть и руки.","В анамнезе - ибс и гипертония","neutral","0","23ec019e-66c7-11e7-9f7f-f45c89b91419"
"Поступил туда [**5-18**] с болью в груди после легкой нагрузки без тошноты без рвоты без изменения зрения.","В анамнезе - ибс и гипертония","neutral","0","241ff83e-66c7-11e7-9686-f45c89b91419"
"ИСТОРИЯ: Осложнения пневмомедиастинума.","В анамнезе - пневмомедиастинум.","entailment","1","23fa27d2-66c7-11e7-b3d1-f45c89b91419"
"[**Известная пациентка 28536**] - 42-летняя женщина сроком около семи недель после пересадки почки с послеоперационным течением осложненным протеканием мочеточника потребовавшим установки нефростомической трубки и вакуумного закрытия при уходе за раной а также синдромом верхней полой вены потребовавшим кумадинизации.","В анамнезе - поликистоз почек","neutral","0","189ae458-66c7-11e7-890c-f45c89b91419"
"Подагра 13. язвенная болезнь желудка (ФГДС [**2760**] с эрозивным гастритом грыжей пищеводного отверстия диафрагмы гастропарезом)","В анамнезе Helicobacter pylori","neutral","0","2441e1ba-66c7-11e7-b5c7-f45c89b91419"
"Аллергический ринит 12.","В анамнезе аллергия на пыльцу","neutral","0","2412cccc-66c7-11e7-8a18-f45c89b91419"
"Тортиколла с раннего возраста [**2548**].","В анамнезе аномальное или асимметричного положения головы или шеи","entailment","1","23fbfa88-66c7-11e7-b770-f45c89b91419"
"Ишемическая болезнь сердца состояние после инфаркта миокарда со стентом в левом круговом сплетении в [**19**].","В анамнезе артериальная гипертензия и высокий уровень холестерина","neutral","0","2413f408-66c7-11e7-b25a-f45c89b91419"
"ХСН с ФВ 35% [**12-9**] #.","В анамнезе артериальная гипертензия и инфаркт миокарда","neutral","0","243f655c-66c7-11e7-8a8f-f45c89b91419"
"Отмечает некоторые припухлости по всему телу но отрицает отёк или покраснение суставов.","В анамнезе артрит","neutral","0","1898615c-66c7-11e7-bc5c-f45c89b91419"
"На прошлой неделе был у своего лечащего врача из-за одышки.","В анамнезе астма","neutral","0","243d279c-66c7-11e7-a7a3-f45c89b91419"
"Пациент получал аспирин и лопресор ему начали капать гепарин нитроглицерин и Интегрилин.","В анамнезе атеросклероз и инфаркта миокарда","neutral","0","241f6b30-66c7-11e7-a0e2-f45c89b91419"
"В истории болезни множественные немеланомные раки кожи","В анамнезе базальноклеточный рак","neutral","0","2430baf4-66c7-11e7-ac5b-f45c89b91419"
"В акушерском анамнезе было отмечено 2 кесаревых сечения в [**3452**] на 28 неделе беременности и [**3457**] на 36 неделе беременности.","В анамнезе бесплодие","contradiction","2","1898a4b6-66c7-11e7-ac72-f45c89b91419"
"Катаракта 9. Глаукома","В анамнезе болезни глаз","entailment","1","2432f350-66c7-11e7-81bd-f45c89b91419"
"Остеопороз левого тазобедренного сустава.","В анамнезе болезни костей","entailment","1","242162e6-66c7-11e7-a250-f45c89b91419"
"Рефлекторная симпатическая дистрофия после падения на инвалидности в настоящее время вылечена","В анамнезе боли и отёк конечностей","neutral","0","189d7b6c-66c7-11e7-b0f6-f45c89b91419"
"В настоящее время не принимает лекарств уже 10 лет без приступов.","В анамнезе были судороги","entailment","1","24114382-66c7-11e7-935a-f45c89b91419"
"Плохо поддающиеся лечению E.coli и МРЗС ИМП с ВРЭ (вероятно из-за опущения матки/пузыря) 13.","В анамнезе вагинальные роды","neutral","0","189fbb66-66c7-11e7-815d-f45c89b91419"
"Панкреатит в анамнезе.","В анамнезе воспаление поджелудочной железы","entailment","1","2402a7de-66c7-11e7-8392-f45c89b91419"
"аневризма левой внутренней сонной артерии гипертония гиперхолестеринемия остеопорозный гастрит","В анамнезе высокое кровяное давление и высокий уровень холестерина","entailment","1","242aa32e-66c7-11e7-bca4-f45c89b91419"
"7) ГЭРБ 8) история заболевания МРЗС","В анамнезе гастроэзофагеальная рефлюксная болезнь","entailment","1","23f25258-66c7-11e7-be33-f45c89b91419"
"Принимала желудочно-кишечный коктейль по поводу ГЭРБ спазма пищевода?","В анамнезе гастроэзофагеальная рефлюксная болезнь","entailment","1","18938c92-66c7-11e7-90e0-f45c89b91419"
"Диабет 2 типа.","В анамнезе гипергликемия","entailment","1","189a298a-66c7-11e7-8602-f45c89b91419"
"Ей ввели морфин начали давать нитроглицерин что полностью сняло боль в груди.","В анамнезе гиперлипидемия и гипертония","neutral","0","24300ea4-66c7-11e7-a96a-f45c89b91419"
"Была проведена КТ головы которая показала кровоизлияние в боковые желудочки с вероятным источником в левых базальных ганглиях субарахноидальное кровотечение в мозжечке и районе средней линии а также смещение средней линии на 4 мм.","В анамнезе гипертония","neutral","0","2409e508-66c7-11e7-a580-f45c89b91419"
"Инфаркт миокарда без Q-зубца в 02/[**2570**].","В анамнезе гипертония","neutral","0","189a0574-66c7-11e7-9923-f45c89b91419"
"Была проведена сердечная катетеризация консультация по поводу коронарной реваскуляризации.","В анамнезе гипертония и ожирение","neutral","0","189d1dde-66c7-11e7-adcf-f45c89b91419"
"В акушерском анамнезе было отмечено 2 кесаревых сечения в [**3452**] на 28 неделе беременности и [**3457**] на 36 неделе беременности.","В анамнезе двое родов","entailment","1","1898a2c2-66c7-11e7-8c40-f45c89b91419"
"Диабет 2 типа.","В анамнезе диабет 1 типа","contradiction","2","189a2ad4-66c7-11e7-8519-f45c89b91419"
"В анамнезе у неё сахарный диабет 1 типа начавшийся когда ей было четыре года.","В анамнезе диабетический кетоацидоз","neutral","0","240eb11c-66c7-11e7-b21e-f45c89b91419"
"ИСТОРИЯ ЗАБОЛЕВАНИЯ: Пациентка - женщина 41 года с рассеянным склерозом и диагнозом язвенного колита от [**3188-1-26**].","В анамнезе есть воспалительные заболевания кишечника","entailment","1","241df642-66c7-11e7-b2dd-f45c89b91419"
"При общем осмотре отрицает наличие в анамнезе инсульта ТИА тромбоза глубоких вен легочной эмболии кровотечения во время операции миалгии болей в суставах кашля кровохарканья черного или красного стула.","В анамнезе есть желудочно-кишечные кровотечения.","contradiction","2","24156e5a-66c7-11e7-bee8-f45c89b91419"
"Пациент заявил что за 2 ночи до поступления у него было примерно 3-4 эпизода одышки ночью.","В анамнезе есть ХСН","neutral","0","2421c81c-66c7-11e7-a02b-f45c89b91419"
"Фарфоровый желчный пузырь выявленный на КТ [**2899-5-5**] железодефицитная анемия инсулинозависимый сахарный диабет с периферической нейропатией состояние после многочисленных инфекций стоп заболевание периферических сосудов с двусторонней хромотой гипертония ишемическая болезнь сердца состояние после шунтирования коронарной артерии рецидивирующий эпистаксис дегенеративное заболевание суставов правого бедра и двусторонняя катаракта.","В анамнезе желчекаменная болезнь","neutral","0","24170512-66c7-11e7-af14-f45c89b91419"
"Отрицает наличие орхопноэ пароксизмальной ночной одышки отёчность ног.","В анамнезе застойная сердечная недостаточность","neutral","0","23f4e180-66c7-11e7-951e-f45c89b91419"
"Рентгенограмма показала массивный выпот слева против коллапса.","В анамнезе застойная сердечная недостаточность","neutral","0","23fde4d8-66c7-11e7-bdb3-f45c89b91419"
"КТ грудной клетки/брюшной полости/таза была отрицательной для ТЭЛА но выявила 2 см перикардиальный выпот и двусторонние плевральные выпоты.","В анамнезе застойная сердечная недостаточность","neutral","0","2414d4a4-66c7-11e7-b460-f45c89b91419"
"ХСН с фракцией выброса 30 процентов.","В анамнезе застойная сердечная недостаточность","entailment","1","240cb7ba-66c7-11e7-b2d7-f45c89b91419"
"В прошлом у пациента были эпизоды застойной недостаточности.","В анамнезе застойная сердечная недостаточность.","entailment","1","2447f14a-66c7-11e7-96ba-f45c89b91419"
"Учитывая периодическое возбуждение ему дали 5 мг диазепама и поместили в 4-х точечную ограничительную систему.","В анамнезе злоупотребление психоактивными веществами","neutral","0","23f192d2-66c7-11e7-a1fe-f45c89b91419"
"Семья обнаружила его без сознания в постели и вызвала скорую помощь.","В анамнезе злоупотребление психоактивными веществами","neutral","0","23ffc0b4-66c7-11e7-b960-f45c89b91419"
"Через полчаса он почувствовал сонливость и его нельзя было разбудить словесными раздражителями или сильной тряской.","В анамнезе злоупотребление психоактивными веществами","neutral","0","24393d00-66c7-11e7-a843-f45c89b91419"
"В настоящее время тошнит двоится в глазах видит жуков ползающих по потолку.","В анамнезе злоупотребление психоактивными веществами","neutral","0","189b1352-66c7-11e7-8b03-f45c89b91419"
"Боль в спине характеризовалась как острая в течение 30 минут улучшалась при приеме нитроглицерина.","В анамнезе ИБС и стенокардия","neutral","0","241d8a18-66c7-11e7-a793-f45c89b91419"
"Пациент - 50-летний мужчина с историей крупноклеточной лимфомы по поводу которой он проходил химиотерапию Ритуксимабом последний раз в [**3087-7-15**].","В анамнезе имеется злокачественная опухоль.","entailment","1","2414ef18-66c7-11e7-8ceb-f45c89b91419"
"Тонзилэктомия левой руки ОРИФ Операция по удалению последних зубов","В анамнезе имеется зубной абсцесс.","neutral","0","23fcd734-66c7-11e7-9fe7-f45c89b91419"
"История стероидного психоза.","В анамнезе имеется системная красная волчанка.","neutral","0","24278624-66c7-11e7-97f0-f45c89b91419"
"Проконсультировались с доктор [**Фамилия 20319**] и решили что поскольку поражение не ограничивает кровоток внутренней сонной артерии она не соответствует критериям установки стента Wingspan.","В анамнезе имеется ТИА.","neutral","0","23f30b1c-66c7-11e7-a5bb-f45c89b91419"
"Этим утром у пациента была тахипноэ насыщением кислородом от 92% до 94% при комнатном воздухе и частоте дыхания в районе 40.","В анамнезе имеется тромбоэмболия легочной артерии","neutral","0","1897c598-66c7-11e7-9f8a-f45c89b91419"
"Тромбоэмболия легочной артерии в анамнезе этиология неизвестна.","В анамнезе имеется тромбоэмболия легочной артерии.","entailment","1","240dd594-66c7-11e7-84a6-f45c89b91419"
"История уросепсиса кишечной палочки [**3086-2-23**].","В анамнезе имеется уросепсис.","entailment","1","24372692-66c7-11e7-b324-f45c89b91419"
"женщина 89лет с многочисленными медицинскими проблемами поступившая в [**больница1 68**] [**3287-1-7**] с гипотонией вследствие уросепсиса вызванного кишечной палочкой на фоне плохого приема ДО гиповолемии плохой внутривенный доступ/введение жидкости.","В анамнезе ИМП","entailment","1","1899df52-66c7-11e7-8f15-f45c89b91419"
"Принимал аспирин по поводу хронической фибрилляции предсердий и прошел короткий курс реабилитации после чего был выписан домой.","В анамнезе инсульт","neutral","0","1897bf1a-66c7-11e7-b68b-f45c89b91419"
"ОНМК [**2975**] осложнения: остаточное опущение лица дизартрия дисфагия правосторонний паралич невербальный на исходном уровне Сосудистая деменция Депрессия Бессонница Недержание мочи Дивертикулез недавняя колэктомия на [**7-10**] по поводу кровотечения из нижних отделов ЖКТ Исправление нескольких вентральных грыж брюшной стенки на [**7-11**] гипертония Гипонатриемия в анамнезе метициллин-чувствительная бактериемия S. aureus (MSSA) гастрит с анемией Дефицит витамина D аппендэктомия","В анамнезе инсульт","entailment","1","18968cf8-66c7-11e7-9d12-f45c89b91419"
"В анамнезе инсульт в [**3190**] но без остаточных нарушений.","В анамнезе инсульт","entailment","1","189f5a54-66c7-11e7-aa20-f45c89b91419"
"В настоящее время ее состояние стабильное отключена от прессоров и ИАБП.","В анамнезе инфаркт миокарда","neutral","0","23ec3f3a-66c7-11e7-88e5-f45c89b91419"
"Ему начали давать гепарин и у него возникла фибрилляция желудочков.","В анамнезе инфаркт миокарда","neutral","0","2424222e-66c7-11e7-ac7d-f45c89b91419"
"Лечится аспирином 325 мг 25 см нитропасты.","В анамнезе ишемическая болезнь сердца","neutral","0","240761ae-66c7-11e7-8fab-f45c89b91419"
"После консультации с хирургами из сосудистой службы и кардиоторакальной хирургии он был госпитализирован в отделение интенсивной терапии службы сосудистой хирургии.","В анамнезе ишемическая болезнь сердца","neutral","0","2411106c-66c7-11e7-be0b-f45c89b91419"
"Ядерная томография выявила тяжелый частично обратимый латеральный нижний дефект.","В анамнезе ишемическая болезнь сердца","neutral","0","2417926e-66c7-11e7-9fe5-f45c89b91419"
"Повышение Т-тропонина при нормальной катетеризации в условиях обострения ХОБЛ.","В анамнезе ишемическая болезнь сердца","neutral","0","242a8ee6-66c7-11e7-b41d-f45c89b91419"
"Телеметрия в скорой помощи была отмечена широкими быстрыми сокращениями которые расценивались признаки желудочковой тахикардии.","В анамнезе ишемическая болезнь сердца","neutral","0","24343d4c-66c7-11e7-bcfe-f45c89b91419"
"Субарахноидальное кровоизлияние в состоянии [***2756-12-15**] после клипирования аневризмы левой средней мозговой артерии в состоянии после левой краниэктомии из-за масс-эффекта.","В анамнезе кровотечение в субарахноидальное пространство","entailment","1","23f7f250-66c7-11e7-b113-f45c89b91419"
"Острая левая лобная субдуральная гематома [**3244-4-3**] с историей болезни аналогичной текущей.","В анамнезе кровотечение вокруг мозга","entailment","1","24435c14-66c7-11e7-a5fc-f45c89b91419"
"Рак мочевого пузыря обнаружена в [**3382**].","В анамнезе курение","neutral","0","189b5902-66c7-11e7-b8fc-f45c89b91419"
"За два дня до госпитализации он сгребал листья во дворе после чего у него появилась одышка в покое и при нагрузке которая сохранялась в течение двух дней.","В анамнезе курение и ожирение","neutral","0","242877d4-66c7-11e7-b1d0-f45c89b91419"
"Анамнез матери также примечателен тем что 7 лет назад она родила 26-недельного младенца у которого в отделении интенсивной терапии новорожденных был выявлен некротизирующий энтероколит.","В анамнезе матери указаны роды на полном сроке 7 лет назад","contradiction","2","2418bbc8-66c7-11e7-9f38-f45c89b91419"
"Когда он вернулся домой у него появилась лобная головная боль.","В анамнезе мигрень","neutral","0","241594c0-66c7-11e7-9504-f45c89b91419"
"мед. анамнез: СД гипертония гипертиреоз депрессия потеря слуха полная абдоминальная гистерэктомия и двусторонняя сальпингоофорэктомия","В анамнезе многочисленные медицинские заболевания","entailment","1","189c124a-66c7-11e7-a5de-f45c89b91419"
"Плохо поддающиеся лечению E.coli и МРЗС ИМП с ВРЭ (вероятно из-за опущения матки/пузыря) 13.","В анамнезе множественные инфекции мочевыводящих путей","entailment","1","189fb828-66c7-11e7-bd07-f45c89b91419"
"Гинекология: одна предшествующая замёршая беременность потребовавший кесарева сечения и аборт по медицинским показаниям.","В анамнезе не было доношенных беременностей","neutral","0","242c90d0-66c7-11e7-9942-f45c89b91419"
"Была вспышка язвенного колита начавшаяся еще [**2974-7-15**].","В анамнезе не было желудочно-кишечных заболеваний","contradiction","2","2409d090-66c7-11e7-b790-f45c89b91419"
"Несколько дней назад в доме престарелых у него диагностировали аспирационную пневмонию а также стафилококковую инфекцию мочеполовой системы.","В анамнезе не было инфекций мочевыводящих путей","contradiction","2","242ce3b6-66c7-11e7-8087-f45c89b91419"
"Инфекция мочевыводящих путей в анамнезе.","В анамнезе не было проблем с мочевыводящими путями","contradiction","2","240d0de6-66c7-11e7-ba81-f45c89b91419"
"Также имеется гиперпаратиреоз из-за которого он был на плановом приеме у своего хирурга в день поступления.","В анамнезе не было эндокринных проблем","contradiction","2","2416b542-66c7-11e7-b2cc-f45c89b91419"
"Целлюлит правой нижней конечности.","В анамнезе недавний разрыв кожи","neutral","0","2425ba6c-66c7-11e7-9224-f45c89b91419"
"ИСТОРИЯ ЗАБОЛЕВАНИЯ: очень приятная 83-летняя женщина с многочисленными медицинскими проблемами историей рака груди и мочевого пузыря которой примерно за 1 год до этого случая в нашем учреждении была проведена операция по устранению аневризмы аорты.","В анамнезе нет злокачественных новообразований.","contradiction","2","240bdb1a-66c7-11e7-b19a-f45c89b91419"
"Кровотечение было вызвано варикозным расширением вен пищевода и желудка вследствие сдавливания воротной вены метастатической опухолью.","В анамнезе нет злокачественных новообразований.","contradiction","2","2411b940-66c7-11e7-bbc2-f45c89b91419"
"Пациент - 50-летний мужчина с историей крупноклеточной лимфомы по поводу которой он проходил химиотерапию Ритуксимабом последний раз в [**3087-7-15**].","В анамнезе нет злокачественных новообразований.","contradiction","2","2414f3ba-66c7-11e7-abcc-f45c89b91419"
"Карцинома пищевода в анамнезе состояние после резекции в [**2935**].","В анамнезе нет злокачественных новообразований.","contradiction","2","242c5b6c-66c7-11e7-a586-f45c89b91419"
"1. умеренно дифференцированная аденокарцинома предстательной железы [**Фамилия врача**] класс 3-4/5 левой доли с облучением внешним пучком [**25**] 2. уретротомия по поводу мембранозной стриктуры уретры [**29**] 3.","В анамнезе нет злокачественных новообразований.","contradiction","2","2430b368-66c7-11e7-9604-f45c89b91419"
"Учитывая метастазы в мозжечке пункция не проводилась.","В анамнезе нет злокачественных новообразований.","contradiction","2","244804a8-66c7-11e7-9cf0-f45c89b91419"
"Госпитализирован для иссечения метастатической опухоли.","В анамнезе нет злокачественных новообразований.","contradiction","2","18990762-66c7-11e7-89d0-f45c89b91419"
"Операция на коленном суставе. Актуальные прививки от гриппа и пневмовакса.","В анамнезе нет ортопедических проблем","contradiction","2","243888c2-66c7-11e7-8de0-f45c89b91419"
"Сегодня был в отеле и упал.","В анамнезе нет падений","contradiction","2","24168d5a-66c7-11e7-aa28-f45c89b91419"
"Получил семь единиц упакованных эритроцитов семь единиц свежезамороженной плазмы и одну единицу во время госпитализации у нас. Две единицы упакованных эритроцитов пока находился в [**Больница**].","В анамнезе нет переливания крови","contradiction","2","2442558a-66c7-11e7-a050-f45c89b91419"
"Панкреатит в анамнезе.","В анамнезе нет повышенного уровня амилазы или липазы","contradiction","2","2402a93e-66c7-11e7-bfb7-f45c89b91419"
"Желудочно-кишечный тракт: [**Фамилия пациента 635**] начал принимать Реглан и Зантак [**10-16**] чтобы максимально усилить медикаментозную терапию которая может быть причиной приступов апноэ и брадикардии.","В анамнезе ожирение","neutral","0","23ec61ae-66c7-11e7-be8c-f45c89b91419"
"Ишемическая болезнь сердца давний ИМ в возрасте 40 лет на фоне употребления кокаина - левосторонняя и двухсосудистая коронарная болезнь диагностированная при катетеризации сердца [**3157-9-2**] на фоне ИМ без подъема ST (пик CK 190 MB 20 тропонин T 45).","В анамнезе ожирение","neutral","0","24396788-66c7-11e7-92b1-f45c89b91419"
"Диабет 2 типа диагностированный в [**3281**] осложненный периферической нейропатией и ретинопатией.","В анамнезе ожирение","neutral","0","18963fdc-66c7-11e7-b5d9-f45c89b91419"
"Диабет 2 типа.","В анамнезе ожирение","neutral","0","189a2c1c-66c7-11e7-adb9-f45c89b91419"
"Хорошо контролируется липитором.","В анамнезе ожирение","neutral","0","189cb254-66c7-11e7-ad7c-f45c89b91419"
"Двусторонняя операция по освобождению запястного канала.","В анамнезе ожирение","neutral","0","189f0338-66c7-11e7-9970-f45c89b91419"
"Состояние после операции по удалению катаракты.","В анамнезе операции на глазах","entailment","1","23ff1d42-66c7-11e7-a756-f45c89b91419"
"Гемистернотомия и удаление электродов из сердца [**3090-11-5**].","в анамнезе операции на сердце","entailment","1","23ed0c62-66c7-11e7-9327-f45c89b91419"
"Состояние после резекции левого первого плюснефалангового сустава с минимальным кровотечением.","В анамнезе отмечен ревматоидный артрит и боли при ходьбе","neutral","0","23f5a3b8-66c7-11e7-90f4-f45c89b91419"
"Утверждает что за последние 3 дня набрал 8.5 кг.","В анамнезе отмечена застойная сердечная недостаточность","neutral","0","241e84b8-66c7-11e7-b0fd-f45c89b91419"
"За день до госпитализации у него была сильная одышка ортопноэ потоотделение и тахикардия.","В анамнезе отмечена застойная сердечная недостаточность","neutral","0","1893c09a-66c7-11e7-9c35-f45c89b91419"
"Синдром раздраженного кишечника.","В анамнезе отмечена тревожность","neutral","0","2421583e-66c7-11e7-880b-f45c89b91419"
"Во время катетеризации установлены две BMS в критическом поражении ПКА.","В анамнезе отмечены гипертония гиперлипидемия и боли в груди","neutral","0","23fb7f9a-66c7-11e7-a238-f45c89b91419"
"Обмороков в анамнезе не было.","В анамнезе отмечены головокружения и потери сознания","contradiction","2","241f5dde-66c7-11e7-991a-f45c89b91419"
"На прошлой неделе был у своего лечащего врача из-за одышки.","В анамнезе отмечены проблемы с дыханием","entailment","1","243d2080-66c7-11e7-aeac-f45c89b91419"
"История рецидивирующих глубоких венозных тромбозов на фоне приема Кумадина.","В анамнезе отмечены тромбы","entailment","1","24204866-66c7-11e7-a396-f45c89b91419"
"Гиперлипидемия гипертония Мутация гена фактора V связанный с двусторонними ТГВ","В анамнезе отмечены тромбы","entailment","1","24346670-66c7-11e7-baf7-f45c89b91419"
"Кардиологические проблемы были решены медикаментозно а эндоскопия выявила дистальное образование в желудке.","В анамнезе паталогии на ЭКГ","neutral","0","242ac926-66c7-11e7-a0f3-f45c89b91419"
"Пациент - мужчина 64 лет с обширной историей болезни переведенный из [**Местонахождение 34469**] с панкреатитом.","В анамнезе пациент злоупотреблял алкоголем","neutral","0","2419cf54-66c7-11e7-83ac-f45c89b91419"
"Ооставался гемодинамически стабильным и ему снова была проведена верхняя эндоскопия которая показала диффузный гастрит.","В анамнезе пациент злоупотреблял алкоголем.","neutral","0","240c42f8-66c7-11e7-a118-f45c89b91419"
"История алкогольной абстиненции при белой горячке.","В анамнезе пациент злоупотреблял алкоголем.","entailment","1","243ac2a4-66c7-11e7-9832-f45c89b91419"
"Ультразвуковое исследование средней части пищевода показало инвазию в собственную мышечную мышцу но без признаков выхода инвазии за ее пределы что соответствует опухоли 2 стадии.","В анамнезе пациент курил","neutral","0","1894a5d2-66c7-11e7-8e49-f45c89b91419"
"# Миастения [**Фамилия 2855**] - лечение препаратом Селлсепт с [**5-/2636**] # Хронический паралич Белла # Аллергия # Комбинированное рестриктивное/обструктивное заболевание легких # Злокачественная тимома: Первоначально была поставлена в [**2632**] с диплопией и опущением век.","В анамнезе пациент курил","neutral","0","1895f2c0-66c7-11e7-9a2b-f45c89b91419"
