"sentence1","sentence2","sent_1","sent","id"
"Пациент отрицал сопутствующие симптомы: одышку головокружение учащённое сердцебиение тошноту рвоту а также плевритическую боль.","Жизненно важные показатели пациента стабильны","neutral","0","23ffbb0a-66c7-11e7-8786-f45c89b91419"
"Семья обнаружила его без сознания в постели и вызвала скорую помощь.","В анамнезе злоупотребление психоактивными веществами","neutral","0","23ffc0b4-66c7-11e7-b960-f45c89b91419"
"По прибытии в [**Больница 22**] она была интубирована судорог не было.","у пациента эпилепсия","neutral","0","23ffc5ac-66c7-11e7-be48-f45c89b91419"
"ЛЭ - [**1-5**] сегментарная правая нижняя доля 14.","У больного ТГВ нижних конечностей.","neutral","0","23ffcb66-66c7-11e7-a41c-f45c89b91419"
"В вестибюле больницы у него возникла боль в груди поэтому был объявлен красный код.","У пациента ИБС","neutral","0","23ffd0a4-66c7-11e7-bee7-f45c89b91419"
"Пациентка была выписана из [**Больница**] где она недавно закончила четырнадцатидневный курс левакина.","У неё была пневмония","neutral","0","23ffd588-66c7-11e7-9c12-f45c89b91419"
"Несколько лет назад после ЭРХПГ со сфинктеротомией проводилось многократное переливание крови по поводу кровотечения в вехр жкт.","у пациента в прошлом были желчные камни.","neutral","0","23ffdb1c-66c7-11e7-a357-f45c89b91419"
"Плохо контролируемый ДКА в прошлом.","В анамнезе хроническая болезнь почек","neutral","0","23ffdfd8-66c7-11e7-b039-f45c89b91419"
"Пациентка отметила что дома у неё появилась одышка после попытки принять лекарства.","У пациентки астма","neutral","0","23ffe5c8-66c7-11e7-b7b3-f45c89b91419"
"Лежал на полу правая сторона его лица явно обвисла и у него текли слюни.","У него был инсульт","neutral","0","23ffede6-66c7-11e7-879d-f45c89b91419"
"Ей посоветовали сделать каротидную эндартерэктомию.","У неё стеноз общей сонной артерии","neutral","0","23fff386-66c7-11e7-95c5-f45c89b91419"
"В отделении скорой помощи [**Больница 891**] ему начали капать нитроглицерин ловенокс лопрессор аспирин и аггрестат.","У пациента ишемическая болезнь сердца.","neutral","0","23fff95a-66c7-11e7-8140-f45c89b91419"
"Общий анализ мочи оставался отрицательным.","У пациента нет бактерий в моче.","neutral","0","23fffdc2-66c7-11e7-a671-f45c89b91419"
"Вчера вечером у пациента развился один эпизод черной эмезиса после чего последовало еще шесть эпизодов.","У пациента боль в животе","neutral","0","24000470-66c7-11e7-b63c-f45c89b91419"
"Септальный сосуд среднего размера не имел заболевания ограничивающего кровоток.","У пациента нет ишемической болезни сердца.","neutral","0","2400090c-66c7-11e7-9df8-f45c89b91419"
"Хроническая почечная недостаточность.","У пациента ОПП","neutral","0","24000d00-66c7-11e7-a347-f45c89b91419"
"Хроническая почечная недостаточность.","пациент не находится на диализе","neutral","0","240010f8-66c7-11e7-8462-f45c89b91419"
"Пациент первоначально госпитализирован в неврологическую службу [**3021-11-28**] после поступления с онемением левой руки лихорадкой и ознобом.","у пациента был острый инсульт","neutral","0","24001ad2-66c7-11e7-9b30-f45c89b91419"
"Начали вводить дофамин для повышения артериального давления и давать солу-медрол 1 раз.","Пациент находится в отделении интенсивной терапии","neutral","0","24001f82-66c7-11e7-b5e8-f45c89b91419"
"Ему ввели ванкомицин 1 гм внутривенно и перевели в отделение реанимации с давлением 88/57.","У пациента сепсис","neutral","0","240024e6-66c7-11e7-a5be-f45c89b91419"
"Статусный после замены левого бедра.","Пациенту выполнено полное эндопротезирование тазобедренного сустава.","neutral","0","24002b4c-66c7-11e7-986e-f45c89b91419"
"Колоноскопия в [**2726**] выявила обширный дивертикулит сигмовидной кишки.","пациент будет лечиться антибиотиками","neutral","0","24003064-66c7-11e7-a010-f45c89b91419"
"63-летний мужчина в течение последних нескольких месяцев испытывал симптомы одышки и двусторонней тяжести в ногах при беге трусцой и ходьбе.","У пациента ХСН","neutral","0","240035b0-66c7-11e7-b935-f45c89b91419"
"Субдуральная гематома Гипертония Гиперхолестеринемия Эссенциальная тромбоцитопения установклена трубки GJ инфицированное место введения трубки C diff инфекция (диагностированная в [**месяц**])","У пациента изменён психический статус.","neutral","0","24003d48-66c7-11e7-8e7d-f45c89b91419"
"Гиперкератотические поражения подошвенных поверхностей стоп.","У пациента плоскоклеточная карцинома.","neutral","0","240041f6-66c7-11e7-9540-f45c89b91419"
"Пациент недавно был госпитализирован с обострением ХОБЛ после чего был направлен в реабилитационный центр для восстановления.","У пациента эмфизема","neutral","0","24004cc8-66c7-11e7-b7b3-f45c89b91419"
"Говорит что эта боль отличается от той которую она испытывала при перенесённом ИМ.","У неё в анамнезе гипертония","neutral","0","24005206-66c7-11e7-945e-f45c89b91419"
"При поступлении в отделение гемодинамически стабильна без тахикардии однако при промывании носоглотки была обнаружена ярко-красная кровь что указывает на активное кровотечение в верхних отделах ЖКТ.","у пациента кровотечение из варикозно расширенных вен","neutral","0","24005812-66c7-11e7-985e-f45c89b91419"
"Предполагалось что этиология нового приступа афибрилляции возникла в условиях объемной реанимации и острого заболевания.","Пациенту была проведена кардиоверсия.","neutral","0","24005e18-66c7-11e7-8771-f45c89b91419"
"12) Застойная сердечная недостаточность с фракцией выброса 55% и нормальным движением стенок.","У пациента диастолическая дисфункция.","neutral","0","24006364-66c7-11e7-bdf5-f45c89b91419"
"После катетеризации она была повторно госпитализирована в отделение интенсивной терапии.","Инфаркт миокарда в анамнезе","neutral","0","240068d2-66c7-11e7-a806-f45c89b91419"
"В это время у него также была гипервентиляция.","У пациента приступ паники.","neutral","0","24006eba-66c7-11e7-94f3-f45c89b91419"
"Трансторакальное увеличение с умеренной симметричной гипертрофией левого желудочка с фракцией выброса левого желудочка более 55%.","История гипертонии и ожирения","neutral","0","240073ba-66c7-11e7-b25c-f45c89b91419"
"ХСН с ФВ 40% на ТЭЭ в [**2820**] 1+ АР 2+МР 3.","Пациент прошел эхокардиографию","neutral","0","24007858-66c7-11e7-b6e0-f45c89b91419"
"Полипы толстой кишки состояние после колоноскопии [**2741-12-24**] с полипами признанными предраковыми.","Пациент имеет рак в семейном анамнезе","neutral","0","240081a2-66c7-11e7-9825-f45c89b91419"
"Гипертония ГЭРБ анемия.","У пациентки дефицит железа","neutral","0","240085f8-66c7-11e7-ad96-f45c89b91419"
"Пациентка понимала что из-за размеров ее матки которые на УЗИ 23/05 были отмечены как 150 x 95 x 180 см что это будет сложная множественная миомэктомия с возможной значительной кровопотерей.","Пациенту сделана миомэктомия по поводу бесплодия.","neutral","0","24008cc2-66c7-11e7-a3d0-f45c89b91419"
"Пациентка также отмечала повышенную утомляемость во время полового акта.","Пациентка чрезмерно активна во время полового акта.","neutral","0","2400929e-66c7-11e7-a039-f45c89b91419"
"Парень ушёл от пациентки сегодня в 6 утра.","Пациент один","neutral","0","24009782-66c7-11e7-a7a5-f45c89b91419"
"Он решил что хочет жить поэтому вызвал скорую помощь чтобы она доставила его в [**Больница 22**].","Пациент склонен к суициду.","neutral","0","24009c6e-66c7-11e7-afc5-f45c89b91419"
"Она была направлена к доктору [**Фамилия 759**] прошла стресс-тест и КТА сердца результаты указаны ниже.","У пациента ЗПА","neutral","0","2400a29a-66c7-11e7-8de6-f45c89b91419"
"Отправлена домой с десятидневным курсом левофлоксацина 500 мг в день перорально от пневмонии.","У неё была температура","neutral","0","2400a7a4-66c7-11e7-b11e-f45c89b91419"
"[**Фамилия 15929**] - мужчина 60 лет у которого во время предоперационной оценки перед операцией коронарной реваскуляризации был обнаружен тяжелый двусторонний каротидный стеноз.","У пациента ЗПА","neutral","0","2400b258-66c7-11e7-b727-f45c89b91419"
"Катетеризация сердца показала фракцию выброса более 70% площадь аортального клапана 05 см2 отсутствие значимого заболевания коронарных артерий давление клина 17 и конечное диастолическое давление левого желудочка 20.","Наличие у пациента гипертонии в анамнезе","neutral","0","2400bcee-66c7-11e7-a215-f45c89b91419"
"Во время капельницы у неё был отмечен высокий пульс - 150 ударов и ей ввели дилтиазем и лопрессор для замедления.","Пациент имеет хороший доступ к месту внутривенного вливания","neutral","0","2400c8ec-66c7-11e7-bb02-f45c89b91419"
"Была выполнена ТУР мочевого пузыря по поводу гематурии которая в итоге выявила мышечно-инвазивную карциному мочевого пузыря класса [**2-11**].","у пациента метастатическое заболевание","neutral","0","2400d1ac-66c7-11e7-afbf-f45c89b91419"
"Сообщает что в течение последних нескольких дней у неё наблюдаются периодические кровотечения из носа а также кровоточивость десен при чистке зубов. В течение того же периода времени отмечает учащение стула рыхлой консистенции описываемого как шоколадный сироп смешанный со сгустками крови.","У пациентки анемия","neutral","0","2400de54-66c7-11e7-8812-f45c89b91419"
"Разрыв плодных оболочек произошел за 35 часа до родов с выделением прозрачных околоплодных вод.","Пациентка родила естественным путём.","neutral","0","2400e41c-66c7-11e7-bf84-f45c89b91419"
"Была проведена эксплоративная лапаротомия которая дала отрицательный результат.","У пациента были боли в животе","neutral","0","2400e8ae-66c7-11e7-bcb1-f45c89b91419"
"Ее состояние такое что она не может самостоятельно выполнять повседневные занятия но может самостоятельно умыть лицо и на прошлой неделе впервые за долгое время прошла 15 метров при помощи двух человек.","У неё в анамнезе деменция","neutral","0","2400f024-66c7-11e7-a8d6-f45c89b91419"
"[**Фамилия 321**] не смог помочиться после того как ему удалили катетер Фолея.","У больного аденома простаты.","neutral","0","2400f8da-66c7-11e7-9982-f45c89b91419"
"Результат ЭКГ с физ нагрузкой на [**3295-1-3**] показала фракцию выброса 62% без дефектов.","В анамнезе сердечные заболевания","neutral","0","2400feb6-66c7-11e7-b914-f45c89b91419"
"В исходном состоянии не способен выделять мочу.","пациент диабетик","neutral","0","24010334-66c7-11e7-8834-f45c89b91419"
"анамнез: гипертония гиперлипидемия инфаркт миокарда [**2703**] гипотиреоз склеродермия рак матки гистерэктомия [**2701**] ишемическая кардиомиопатия удаление опухоли паращитовидной железы","Пациент принимает гипотензивные средства.","neutral","0","24010a00-66c7-11e7-bd8f-f45c89b91419"
"Находилась в обычном состоянии до [**6-2**] в этот день по ее словам вышла на прогулку и почувствовала сильную усталость сильнее чем обычно.","у пациента грипп","neutral","0","240110c2-66c7-11e7-bc6a-f45c89b91419"
"Он поступил в приемный покой [**Больница 17090**] [**8-14**] с измененным психическим статусом из учреждения сестринского ухода.","у пациента пневмония","neutral","0","240116c8-66c7-11e7-8fb9-f45c89b91419"
"Он потерял 45 кг за несколько месяцев но не было ни жара ни ночной потливости.","у пациента рак","neutral","0","24011d2e-66c7-11e7-b359-f45c89b91419"
"В целом обследование не выявило значительных проблем за исключением носового кровотечения и то что КТА показала небольшие субсегментарные ЛЭ.","у пациента одышка","neutral","0","24012238-66c7-11e7-890b-f45c89b91419"
"Также в пренатальном периоде был отмечен олигогидрамниоз с ИАЖ 65.","У пациентки есть результаты пренатального УЗИ","neutral","0","24012768-66c7-11e7-bd03-f45c89b91419"
"Не помнит чтобы у него были боли в груди учащённое сердцебиение тошнота или одышка.","пациент отрицает наличие болей в животе","neutral","0","2401304a-66c7-11e7-959b-f45c89b91419"
"В отделении скорой помощи ей в первую очеренд назначили МРТ.","Есть опасения по поводу инсульта у пациента.","neutral","0","2401350a-66c7-11e7-b12e-f45c89b91419"
"Амниотическая жидкость была прозрачной.","Пациентка родила двойню","neutral","0","24013942-66c7-11e7-8fa9-f45c89b91419"
"У него были проблемы с ходьбой и новые приступы одышки.","У пациента застойная сердечная недостаточность.","neutral","0","24013df6-66c7-11e7-b81c-f45c89b91419"
"Во время родов принимала сульфат магния.","У пациентки была преэклампсия.","neutral","0","24014436-66c7-11e7-b8df-f45c89b91419"
"Следует отметить что её рассеянный склероз то усиливался то ослабевал во время госпитализации без признаков соответствующей судорожной активности с отрицательными результатами пункции и МРТ.","пациент находится в бреду","neutral","0","24014970-66c7-11e7-b11f-f45c89b91419"
"Отрицает наличие тошноты/рвоты/потоотделения хотя в субботу во время этого приступа был немного вспотевшим.","У пациента была боль в груди.","neutral","0","24014e8c-66c7-11e7-99d2-f45c89b91419"
"Мужчина 72 года с тяжелой ХОБЛ поступивший с одышкой и тремором.","Пациент страдает астмой","neutral","0","24015514-66c7-11e7-b641-f45c89b91419"
"У неё развились спонтанные роды и она родила вагинально.","полный срок беременности","neutral","0","24015d5c-66c7-11e7-8650-f45c89b91419"
"ИСТОРИЯ БОЛЕЗНИ: Пациент доставлен в отделение скорой помощи из [**Больница**] состояние после эпизода обморока при повороте в постели который длился около 30 секунд.","пациент был гипотензивным","neutral","0","240162f4-66c7-11e7-8b3d-f45c89b91419"
"Выполнено удаление псевдоаневризмы левой бедренной кости.","аневризма была ятрогенной","neutral","0","24016892-66c7-11e7-9cd1-f45c89b91419"
"Пациент - мужчина 89 лет страдающий гипертонией гиперлипидемией недавно перенесший операцию на половом члене по поводу рака полового члена. Поступил со спутанностью сознания болью в груди и одышкой.","У пациента нормальный уровень холестерина","neutral","0","24016e82-66c7-11e7-8aa1-f45c89b91419"
"Показатели: Т 36.5 пульс 75 ад 91/68 чдд22 О2 99% 2л. анализ кала на скрытую кровь орицательны. В реанимации дан аспирин 325мг Ондансетрон 4мг внутривенно дважды 600мг Ацетилцистеина Начали дофамин 12мг/мин Лазикс 80мг внутривенно.","у пациента кардиогенный шок","neutral","0","24017508-66c7-11e7-894e-f45c89b91419"
"Он был диффузно иммунореактивен к CD20 и совместно выделял Bcl-2 и Bcl-6.","пациент проходит химиотерапию","neutral","0","24017ab4-66c7-11e7-96d3-f45c89b91419"
"Эхокардиограмма сделанная [**Местоположение**] [**3161-10-21**] показала фв 20% с выраженным глобальным гипокинезом желудочков.","Инфаркт миокарда в анамнезе","neutral","0","24018048-66c7-11e7-a71f-f45c89b91419"
"Болезнь Альцгеймера Слепота правого глаза Хронические спазмы в спине операция на колене","Пациент не в состоянии позаботиться о себе.","neutral","0","240185fe-66c7-11e7-8660-f45c89b91419"
"Она была выписана на реабилитацию но вернулась [**3430-5-27**] с дыхательной недостаточностью и сепсисом.","пациентка заболела пневмонией в больнице","neutral","0","24018dde-66c7-11e7-8bb0-f45c89b91419"
"Переведен в отделение реанимации [**Больница 22**] где у него была тахикардия до 110 гипотония до систолического давления 80-90.","У него потеря крови","neutral","0","2401936e-66c7-11e7-98a8-f45c89b91419"
"Хронический бронхит / ХОБЛ","История курения","neutral","0","24019970-66c7-11e7-8940-f45c89b91419"
"81-летний мужчина с кардиомиопатией (фв 20%) и афибриляцией (контролируется кумадином). Поступил в больницу [**Больница 2530**] с желчнокаменным панкреатитом/острым калькулезным холециститом после холецистэктомии с сохраненным камнем в общем желчном протоке переведён в [**Больница 22**] для повторной ЭРХПГ.","У пациента сепсис.","neutral","0","2401a048-66c7-11e7-b7b7-f45c89b91419"
"Пациент был госпитализирован 5-го числа для проведения шейной операции.","История травмы шеи","neutral","0","2401a65e-66c7-11e7-9100-f45c89b91419"
"Была сопутствующая одышка и пунцовость лица.","Имел аллергическую реакцию","neutral","0","2401aa98-66c7-11e7-823f-f45c89b91419"
"Пациент был переведен в хирургию для удаления канюль ЭКМО.","У пациента ИБС","neutral","0","2401af00-66c7-11e7-8a23-f45c89b91419"
"Без происшествий перевели в реанимацию новорожденных.","пациент недоношен","neutral","0","2401b36c-66c7-11e7-8e2c-f45c89b91419"
"Говорит что примерно месяц у неё заетное ухудшение памяти периодически кружилась голова и тошнило.","В анамнезе травма головы","neutral","0","2401b9d2-66c7-11e7-8936-f45c89b91419"
"Отрицательный медицинский анамнез.","Жалоб нет","neutral","0","2401c706-66c7-11e7-8fff-f45c89b91419"
"Мужчина 49 лет с хроническим лимфолейкозом диагностированным [**2595**] под наблюдением доктора [**Имя**] с подобранным донором [**Имя 6600**] в [**2-14**] гипертоня Ишемическая кардиомиопатия с ФВ 20% (Эхо в [**8-18**] с ФВ 50-55% и в [**9-17**] с ФВ 20-25%).","Пациенту сделали переливание","neutral","0","2401cfc6-66c7-11e7-91b6-f45c89b91419"
"Маловероятно что это инфекция ЦНС поэтому антибиотики отменены.","У пациента изменилось психическое состояние.","neutral","0","2401d59a-66c7-11e7-a08e-f45c89b91419"
"Для дренирования последующей эмпиемы была установлена эмпиемная трубка.","Пациент септичен","neutral","0","2401dad4-66c7-11e7-a4d6-f45c89b91419"
"Поступил с подозрением на ИМпST получены STE в нижних отведениях STD в верхних отведениях.","У пациента в анамнезе ишемическая болезнь сердца и гипертония","neutral","0","2401df82-66c7-11e7-a7af-f45c89b91419"
"Но боль была [**11-2**] прошлого вечера поэтому пациент отправился в [**Местоположение**]. + желтуха темно-желтая x 1 день ТТП правом верхнем квадранте. + озноб. +рвота. +отвращение к еде.","У пациента гепатит","neutral","0","2401e68c-66c7-11e7-9edb-f45c89b91419"
"Её лечащий врач [**Фамилия**] [**2530-9-13**] попросил пациентку прийти в отделение но она пришла только [**2530-9-14**].","Пациентка жалуется на боль","neutral","0","2401ecd4-66c7-11e7-a1dd-f45c89b91419"
"Оценка степени потери слуха его лечащим врачом стала причиной МРТ которая выявила правостороннюю акустическую неврому размером 16 см.","Других симптомов у пациента нет.","neutral","0","2401f6ec-66c7-11e7-99f5-f45c89b91419"
"Правосторонняя сердечная недостаточность с тяжелой легочной гипертензией.","У пациента ранее был правосторонний инфаркт миокарда.","neutral","0","2401fc1c-66c7-11e7-9ab0-f45c89b91419"
"В настоящее время испытывает одышку и жалуется на правостороннюю боль отдающую в спину при каждом вдохе.","У пациента одышка","neutral","0","240200de-66c7-11e7-92d7-f45c89b91419"
"Поступил в отделение скорой помощи [**3053-4-6**] с гематурией обнаружено МНО 9 поэтому кумадин отменён его лечащим врачом.","У больного рак мочевого пузыря.","neutral","0","240207b6-66c7-11e7-bb3e-f45c89b91419"
"ИБС 3V АКШ в [**3305**] ЧКВ [**3320**] [**11-10**] стент в vg в RCA ИМпST [**1-11**] 2.5mm DES в VG в RCA Гипертония Пограничный диабет диета контролируется Гиперлипидемия Синдром правого запястного канала Два базально-клеточных рака удалены рак мочевого пузыря абляция Обструктивное апноэ во сне - не использует cpap Дислипидемия Тонзиллэктомия Глаукома","пациент страдает ожирением","neutral","0","24020f86-66c7-11e7-96d1-f45c89b91419"
"Получила две дозы бетаметазона в связи с сохранением переменных показателей у 2го близнеца с признаками замедления.","Пациентке назначили стероиды","neutral","0","2402159c-66c7-11e7-bffc-f45c89b91419"
"Беременность осложнилась преждевременным преждевременным разрывом плодных оболочек накануне родов.","Это беременность двойней","neutral","0","24021b3e-66c7-11e7-be35-f45c89b91419"
"Переведён в общее отделение с показателями Т 364 АД 78/50 (исходный уровень 60-70) чдд 16 О2 насыщ 95% комн.","Пациент проходит лечение от пневмонии.","neutral","0","2402217e-66c7-11e7-ada2-f45c89b91419"
"Язвенная болезнь.","Пациент с язвенной болезнью испытывает боль в эпигастральной области.","neutral","0","24022930-66c7-11e7-86cc-f45c89b91419"
"Никаких изменений зрения или слуха проблем с глотанием проблем со слухом или других заболеваний кроме указанных выше.","есть слабость в руках","neutral","0","24022e08-66c7-11e7-9ade-f45c89b91419"
"Апгар было девять в первую минуту и девять в пятую.","беременность и роды прошли без осложнений","neutral","0","2402338a-66c7-11e7-9bda-f45c89b91419"
"47 лет М злоупотребление алкоголем дилатационная кардиомиопатия (ФВ 49% 9/07) ВГС аспергиллез лёгких полостное поражение переодические боли в груди.","У пациента повышенный уровень АЛТ","neutral","0","24023a24-66c7-11e7-b1b1-f45c89b91419"
"Пренатальный скрининг: Группа крови 3 положительная антитела отрицательные RPR нереактивный иммунитет к краснухе.","У пациента нет симптомов","neutral","0","24023f68-66c7-11e7-80bd-f45c89b91419"
"[**Фамилия 5341**] - 55-летняя женщина с ХБП ЗПА СД почечно-клеточной недостаточностью с болями в области плеча в течение 1 недели и болезненностью в животе.","У пациента есть симптомы инфекции.","neutral","0","2402462c-66c7-11e7-9553-f45c89b91419"
"Пациент сообщает об отсутствии мочеиспускания в течение последних восемнадцати часов.","у пациента гипотония","neutral","0","24024aa2-66c7-11e7-bcce-f45c89b91419"
"В настоящее время контролируется приемом лазикса нормальный синусовый ритм.","У пациента застойная сердечная недостаточность.","neutral","0","24024f82-66c7-11e7-8e71-f45c89b91419"
"Получала внутривенное лечение лазиксом и по всей видимости ей стало лучше.","у пациента застойная сердечная недостаточность","neutral","0","24025506-66c7-11e7-8790-f45c89b91419"
"Нейрохирурги считали что гематома рассосется сама собой пока количество тромбоцитов будет оставаться выше 100.0.","У пациента субдуральная гематома","neutral","0","24025d92-66c7-11e7-9597-f45c89b91419"
"При переводе пациент сообщает об отсутствии лихорадки или озноба головной боли боли в груди кашля одышки боли в животе тошноты или рвоты.","У пациента нет медицинских показаний","neutral","0","240262b0-66c7-11e7-bd8d-f45c89b91419"
"По прибытии в [**Имя 2**] пациент был в комфортном состоянии отрицая наличие боли в груди/одышки/боли в животе.","у пациента тошнота","neutral","0","2402690c-66c7-11e7-b538-f45c89b91419"
"Поступил в отделение скорой и переведен прямо в операционное отделение [**Больница 2138 **].","У пациента экстренная хирургическая операция.","neutral","0","24026ee8-66c7-11e7-894b-f45c89b91419"
"Также она отметила диарею.","Еще у неё был жар и озноб","neutral","0","2402744c-66c7-11e7-9768-f45c89b91419"
"ИСТОРИЯ ЗАБОЛЕВАНИЯ: Пациент - мужчина 45 лет сварщик из [**местонахождение 1912**] сегодня утром был на работе когда у него появились жалобы на внезапную сильную головную боль и судороги с потерей сознания.","у пациента опухоль головного мозга","neutral","0","24027b88-66c7-11e7-bf6a-f45c89b91419"
"В [**Больница 5282**] на электрокардиограмме было выявлено повышение ST на 2 мм и пиковые волны T в нижних отведениях инверсии волн T депрессии ST небольшие волны Q в I и aVL пиковые волны T в V5 и V6 RSR прайм в V1 - V3 что указывает на поражение задних отделов.","Пациент жалуется на боль в груди","neutral","0","240283dc-66c7-11e7-a6c5-f45c89b91419"
"Бригада ОРИТ взяла на себя заботу о [**Фамилия 27934**] [**Имя известного пациента 27935**] учитывая его ситуацию.","Пациент болен раком","neutral","0","24028948-66c7-11e7-b17d-f45c89b91419"
"Младенец появился на свет бодрым.","пациент доношен","neutral","0","24029154-66c7-11e7-bd7c-f45c89b91419"
"Затем последовали тошнота и рвота раза три после приема добавки железа.","пациент анемичен","neutral","0","240295e6-66c7-11e7-8dcc-f45c89b91419"
"55 лет Ж болезнь Ходжкина Лучевая терапия в [**2849**] сильные боли в животе около 3х недель ухудшение в последнюю неделю.","Наличие у пациента метастатического заболевания","neutral","0","24029bd8-66c7-11e7-b963-f45c89b91419"
"Апноэ во сне использует BiPAP в ночное время.","У пациента избыточный вес.","neutral","0","2402a1b0-66c7-11e7-ade8-f45c89b91419"
"Пациент был переведен в отделение интенсивной терапии и был осмотрен нейрохирургией по поводу субдуральной гематомы.","У пациента грыжа","neutral","0","2402a676-66c7-11e7-b5ed-f45c89b91419"
"Панкреатит в анамнезе.","Анамнез: алкоголизм","neutral","0","2402aa90-66c7-11e7-87c0-f45c89b91419"
"Мать - 42-летняя женщина G2 P0 сейчас 2 с пренатальным скринингом: 1 положительная антитела отрицательные RPR нереактивный иммунитет к краснухе поверхностный антиген гепатита B. Акушерская история: мертворождение в срок роды в [**Больница 1205**].","Пациентка принимает пренатальные витамины.","neutral","0","2402b238-66c7-11e7-87a8-f45c89b91419"
"Эта беременность осложнилась дискордантностью роста отмеченной примерно за неделю до родов а мать поступила [**2676-1-6**] с гипертонией и протеинурией.","ребёнок родился недоношенным","neutral","0","2402b80a-66c7-11e7-b0be-f45c89b91419"
"Роды произошли на 25 неделе путём кесарева сечения из-за обострения материнской гипертензии.","У матери развилась протеинурия","neutral","0","2402c1b8-66c7-11e7-9200-f45c89b91419"
"Катетеризация проведенная в [**Больница**] перед госпитализацией показала тяжелую митральную регургитацию.","У пациента ИБС","neutral","0","2402c818-66c7-11e7-85bb-f45c89b91419"
"Без плевральной боли.","возникает давящая боль в груди","neutral","0","2402cc1e-66c7-11e7-adc6-f45c89b91419"
"Упомянул что у него не было эмезиса как только он попал в отделение неотложной помощи. Утверждает что такого с ним никогда раньше не случалось.","Вирусный гастроэнтерит","neutral","0","2402d182-66c7-11e7-b46d-f45c89b91419"
"Из-за результатов катетеризации правого сердца переведен в отделение коронарной терапии для проведения терапии сван-ганца.","У пациента правосторонняя сердечная недостаточность.","neutral","0","2402d89c-66c7-11e7-adf9-f45c89b91419"
"Беременность была осложнена тем что у 2 близнеца (ангидрамниоз двусторонние мультикистозные диспластические почки короткие бедренные кости тяжелое ограничение внутриутробного развития).","2й близнец подвержен риску умственной отсталости","neutral","0","2402df7e-66c7-11e7-a3f5-f45c89b91419"
"На [**3210-11-27**] пациенту была проведена хирургическая операция по удалению эмпиемы в ходе которой было рассечено 2 ребра чтобы получить доступ к инфекции (модифицированный лоскут Элоессера [**11-28**]) - редкие бета-стрептококки группы B.","У пациента лёгочная эмболия","neutral","0","2402e726-66c7-11e7-83f5-f45c89b91419"
"Сердечно-сосудистый статус был стабильным на протяжении всего времени нахождения в отделении интенсивной терапии новорожденных.","пациент недоношен","neutral","0","2402ebd8-66c7-11e7-85f4-f45c89b91419"
"Рестриктивная болезнь лёгких с медиастинальным лучевым фиброзом.","История облучения при раке молочной железы","neutral","0","2402f11c-66c7-11e7-bca5-f45c89b91419"
"Согласно их записям ванкомицин был назначен для эмпирического лечения инфекции катетера.","наличие у пациента диализного катетера","neutral","0","2402f8b0-66c7-11e7-8ba7-f45c89b91419"
"Ее Т-образная трубка была удалена вручную а на ее место вставлена трубка с манжетой 8.0","У больного произошло подтекание желчи.","neutral","0","2402fe48-66c7-11e7-992a-f45c89b91419"
"Пациенту ввели 4 л физраствора но давление не улучшилось.","У пациента тахикардия","neutral","0","2403031e-66c7-11e7-aa5c-f45c89b91419"
"В отделении реанимации получила 2 л физраствора затем D5 1/2 НС с 2 ампулами HCO3 и 200 куб. см/час с улучшением пульса до 110-120.","Жизненно важные показатели пришли в норму после лечения в отделении скорой помощи","neutral","0","24030992-66c7-11e7-a380-f45c89b91419"
"ЭКГ с нагрузкой на [**3-14**] показала латеральный явные признаки разрушения и переднелатеральную ишемию.","у пациента боль в груди","neutral","0","24030e68-66c7-11e7-8580-f45c89b91419"
"Она хорошо ответила на фуросемид.","У неё заболевание почек","neutral","0","24031400-66c7-11e7-b830-f45c89b91419"
"Операция на ноге после автомобильной аварии в детстве.","Пациент испытывает боль в ноге","neutral","0","2403189c-66c7-11e7-a8d6-f45c89b91419"
"Боль в пояснице.","Пациент проходит обследование с отрицательным результатом","neutral","0","24031c82-66c7-11e7-b3e7-f45c89b91419"
"Последующее КТ брюшной полости было без признаков забрюшинного кровотечения.","пациент гипотоник","neutral","0","240324c0-66c7-11e7-ac6a-f45c89b91419"
"Её лечили внутривенными стероидами и выписали на реабилитацию на внутривенном солу-медроле.","Пациентка страдает астмой","neutral","0","24032a62-66c7-11e7-b309-f45c89b91419"
"Пациент - мужчина 53 лет с плохо контролируемой гипертонией. Был найден своей дочерью сегодня в 5:30 вечера с невнятной речью и правосторонним онемением.","У пациента ТИА","neutral","0","24033080-66c7-11e7-8af8-f45c89b91419"
"После операции у пациентки возникли трудности с приемом пищи вызванные постпрандиальной тошнотой и рвотой демпинг-синдромом а также холангитом.","Пациентка перенесла операцию желудочного шунтирования.","neutral","0","240335b4-66c7-11e7-826c-f45c89b91419"
"Третьего числа [**3239-7-17**] была у кардиолога который увеличил дозу соталола до 80 мг три раза в день.","у пациента гипертония","neutral","0","24033be8-66c7-11e7-984a-f45c89b91419"
"По мнению бригады отделения интенсивной терапии скорее всего был обезвожен и находился в состоянии быстрой фибрилляции предсердий его гипотония и фибрилляция предсердий не считались вторичными по отношению к сепсису показатели посевов крови на протяжении всего периода госпитализации позволяли сделать такое предположение.","Пациент принимает бета-блокатор.","neutral","0","2403431a-66c7-11e7-a060-f45c89b91419"
